After We Fell;7.102;Romance;2021;Castille Landon;images\744275.jpg;Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.;1/09/2021
Pretty Woman;7.458;Comedy;1990;Garry Marshall;images\114.jpg;When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.;23/03/1990
Monster High 2;7.703;Family;2023;Todd Holland;images\1039960.jpg;As they enter sophomore year at Monster High, Clawdeen Wolf, Draculaura and Frankie Stein face new students, new powers, and an even bigger threat that could not only tear their friendship apart but could change the world forever.;5/10/2023
Resident Evil: Death Island;7.54;Animation;2023;Eiichirō Hasumi;images\1083862.jpg;In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.;22/06/2023
ZOMBI-Thon with Big City Greens;8;Animation;2022;Sabrina Alberghetti;images\1030192.jpg;The Green Family gathers together to celebrate the trilogy of ZOMBIES movie musicals with a new ZOMBIES-themed variety special. The show takes a turn when Gramma tricks ZOMBIES stars Milo Manheim and Meg Donnelly into celebrating with them!;20/08/2022
After Ever Happy;6.838;Romance;2022;Castille Landon;images\744276.jpg;As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.;24/08/2022
Breast Fucking Monastery, Repent Me!;6;Unknown;1995;Sachi Hamano;images\897066.jpg;;5/01/1995
Inception;8.366;Action;2010;Christopher Nolan;images\27205.jpg;"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.";15/07/2010
The Tomorrow War;7.6;Action;2021;Chris McKay;images\588228.jpg;The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.;3/09/2021
Luck;7.837;Animation;2022;Peggy Holmes;images\585511.jpg;Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.;5/08/2022
Hotel Transylvania: Transformania;7;Animation;2022;Derek Drymon;images\585083.jpg;"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.";25/02/2022
His Only Son;5.65;Drama;2023;David Helling;images\761851.jpg;By God's order, Abraham was commanded to sacrifice his son Isaac on the mountain of Moriah. While traveling to the place of the sacrifice, alongside Isaac and two servants, Abraham is flooded with vivid memories from the years he and Sarah spent longing for the son they were promised—the son he must now lay upon the altar.;30/03/2023
The Other Zoey;7.196;Romance;2023;Sara Zandieh;images\912916.jpg;Zoey Miller, a super smart computer major uninterested in romantic love, has her life turned upside down when Zack, the school’s soccer star, gets amnesia and mistakes Zoey for his girlfriend.;19/10/2023
Harry Potter and the Order of the Phoenix;7.686;Adventure;2007;David Yates;images\675.jpg;Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.;8/07/2007
Knights of the Zodiac;6.628;Fantasy;2023;Tomek Baginski;images\455476.jpg;When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?;27/04/2023
The Maze Runner;7.175;Action;2014;Wes Ball;images\198663.jpg;Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.;10/09/2014
Wrath of Man;7.662;Crime;2021;Guy Ritchie;images\637649.jpg;A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.;22/04/2021
Harry Potter and the Deathly Hallows: Part 1;7.761;Adventure;2010;David Yates;images\12444.jpg;Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.;17/11/2010
Spider-Man: Into the Spider-Verse;8.405;Action;2018;Rodney Rothman;images\324857.jpg;"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.";6/12/2018
American Horror House;6.1;Horror;2012;Darin Scott;images\138544.jpg;On Halloween night, a sorority house is overrun with ghosts, while a vengeful housemother goes on a killing spree.;13/10/2012
Ratatouille;7.81;Animation;2007;Brad Bird;images\2062.jpg;Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.;28/06/2007
Adipurush;5.336;Action;2023;Om Raut;images\734253.jpg;7000 years ago, Ayodhya's Prince Raghava and Prince Sesh along with the Mighty Vanar Warriors travels to the island of Lanka with an aim to rescue Raghava's wife Janaki, who has been abducted by Lankesh, the king of Lanka.;16/06/2023
Flamin' Hot;8.224;Comedy;2023;Eva Longoria;images\626332.jpg;The inspiring true story of Richard Montañez, the Frito Lay janitor who channeled his Mexican American heritage and upbringing to turn the iconic Flamin’ Hot Cheetos into a snack that disrupted the food industry and became a global pop culture phenomenon.;11/03/2023
Hacksaw Ridge;8.194;Drama;2016;Mel Gibson;images\324786.jpg;WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.;7/10/2016
Detective Conan: Black Iron Submarine;6.6;Animation;2023;Yuzuru Tachikawa;images\1047041.jpg;The 26th movie entry in the “Detective Conan” franchise.;14/04/2023
Insidious: The Red Door;6.76;Horror;2023;Patrick Wilson;images\614479.jpg;To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.;5/07/2023
The Pope's Exorcist;7.108;Horror;2023;Julius Avery;images\758323.jpg;Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.;5/04/2023
Overhaul;6.638;Action;2023;Tomás Portella;images\818511.jpg;When truck racer Roger loses everything, he receives a tempting but dangerous offer: to work as the getaway driver for a gang of thieves.;27/09/2023
Pirates of the Caribbean: The Curse of the Black Pearl;7.796;Adventure;2003;Gore Verbinski;images\22.jpg;Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.;9/07/2003
Mad Max: Fury Road;7.585;Action;2015;George Miller;images\76341.jpg;An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.;13/05/2015
The Lord of the Rings: The Fellowship of the Ring;8.405;Adventure;2001;Peter Jackson;images\120.jpg;Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.;18/12/2001
365 Days: This Day;5.848;Romance;2022;Barbara Białowąs;images\829557.jpg;Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.;27/04/2022
Awareness;5.597;Science Fiction;2023;Daniel Benmayor;images\1067820.jpg;Ian is a teenager who lives with his father on the outskirts by running small scams using Ian's ability to generate visual illusions upon unsuspecting victims. When one of his cons goes awry, his abilities publicly spiral out of control and Ian becomes the target of two rival organizations, each seeking to exploit his powers.;16/03/2023
The Shawshank Redemption;8.704;Drama;1994;Frank Darabont;images\278.jpg;Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.;23/09/1994
The Conference;5.363;Horror;2023;Patrik Eklund;images\1161048.jpg;A team-building conference for municipal employees turns into a nightmare when accusations of corruption begin to circulate and plague the work environment. At the same time, a mysterious figure begins murdering the participants.;13/10/2023
The Swan Princess: Far Longer Than Forever;6.8;Animation;2023;Richard Rich;images\1175959.jpg;Eager to discover the truth about his late father, King Derek and Queen Odette set off on an epic undercover adventure. With the help of their friends, Derek and Odette piece the mystery together, only to have it all unravel. Will they ever know the truth about King Max?;19/09/2023
Minions: The Rise of Gru;7.366;Animation;2022;Kyle Balda;images\438148.jpg;A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.;29/06/2022
The Lion King;8.3;Family;1994;Roger Allers;images\8587.jpg;A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?;24/06/1994
Big Hero 6;7.735;Adventure;2014;Chris Williams;images\177572.jpg;A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.;24/10/2014
LEGO Marvel Avengers: Code Red;6.5;Animation;2023;Ken Cunningham;images\1154598.jpg;The Avengers gather to celebrate their latest victory, but their celebration is quickly interrupted by the mysterious disappearance of Black Widow's father, Red Guardian. As the Avengers investigate, they discover that Red Guardian isn't the only one missing when they meet a dangerous new foe quite unlike anything they've ever encountered before.;26/10/2023
Fight Club;8.44;Drama;1999;David Fincher;images\550.jpg;"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.";15/10/1999
Sing 2;7.907;Animation;2021;Garth Jennings;images\438695.jpg;Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.;1/12/2021
The Lorax;6.494;Animation;2012;Chris Renaud;images\73723.jpg;A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.;1/03/2012
Venom: Let There Be Carnage;6.826;Science Fiction;2021;Andy Serkis;images\580489.jpg;After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.;30/09/2021
Sayen: Desert Road;6.64;Action;2023;Alexander Witt;images\850880.jpg;Sayen follows a lead to the picturesque desolation of the Atacama Desert. There, she reluctantly teams up with a young Atacameño girl, Quimal, looking to clear her father’s name and save her town from becoming an arid wasteland due to Acteon’s exploitative water usage.;19/10/2023
Zootopia;7.747;Animation;2016;Byron Howard;images\269149.jpg;Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.;11/02/2016
Jujutsu Kaisen 0;8.192;Animation;2021;Sunghoo Park;images\810693.jpg;Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?;24/12/2021
Fifty Shades of Grey;5.882;Drama;2015;Sam Taylor-Johnson;images\216015.jpg;When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.;11/02/2015
South Park: Joining the Panderverse;8.153;Animation;2023;Trey Parker;images\1190012.jpg;Cartman's deeply disturbing dreams portend the end of the life he knows and loves. Meanwhile, the adults in South Park are wrestling with their own life decisions, as the advent of AI is turning their world upside down.;27/10/2023
One More Shot;5.4;Action;2022;Tang Qiaojia;images\875279.jpg;After his wife's death professional bodyguard Lung Wei went overseas to find doctors for his daughter, but instead found a new job as a virtual reality tester.;13/10/2022
Let Her Kill You;6.515;Thriller;2023;Jérôme Dassier;images\852436.jpg;Alone in the mountains of Switzerland, Anne discovers that her isolated chalet is on surveillance and has been bugged. Caught up by her former life as an intelligence secret agent and an affair with her handler, Anne can only count on herself to get out alive.;8/03/2023
San Andreas;6.229;Action;2015;Brad Peyton;images\254128.jpg;In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.;27/05/2015
Tangled;7.602;Animation;2010;Byron Howard;images\38757.jpg;When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.;24/11/2010
The Fallout;7.684;Drama;2021;Megan Park;images\795514.jpg;In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.;17/03/2021
Lonely Castle in the Mirror;6.922;Animation;2022;Keiichi Hara;images\942881.jpg;Shy outcast Kokoro has been avoiding school for weeks when she discovers a portal in her bedroom mirror. She reaches through and finds herself transported to an enchanting castle where she is joined by six other students. When a girl in a wolf mask explains that they have been invited to play a game, the teens must work together to uncover the mysterious connection that unites them. However, anyone who breaks the rules will be eaten by a wolf.;23/12/2022
PAW Patrol: The Movie;7.427;Animation;2021;Cal Brunker;images\675445.jpg;Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.;9/08/2021
It Lives Inside;5.695;Horror;2023;Bishal Dutta;images\1024773.jpg;Desperate to fit in at school, Sam rejects her East Indian culture and family to be like everyone else. However, when a mythological demonic spirit latches onto her former best friend, she must come to terms with her heritage to defeat it.;6/09/2023
Red Dawn;6.268;Action;1984;John Milius;images\1880.jpg;It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces.;10/08/1984
Oracle;7.125;Horror;2023;Daniel di Grado;images\787761.jpg;A young woman accepts a job on a property with a traumatic history. Upon her arrival, she soon realizes that the nightmares of her childhood are connected to the evil in the house.;1/10/2023
The Lord of the Rings: The Return of the King;8.475;Adventure;2003;Peter Jackson;images\122.jpg;Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.;1/12/2003
Spectre;6.535;Action;2015;Sam Mendes;images\206647.jpg;A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.;26/10/2015
Miraculous World: Paris, Tales of Shadybug and Claw Noir;7.17;Animation;2023;Thomas Astruc;images\1147400.jpg;Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?;21/10/2023
The Flood;6.75;Action;2023;Brandon Slagle;images\1006462.jpg;A horde of giant hungry alligators is unleashed on a group of in-transit prisoners and their guards after a massive hurricane floods Louisiana.;14/07/2023
Dumb Money;6.7;Comedy;2023;Craig Gillespie;images\792293.jpg;Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.;15/09/2023
The Equalizer 2;6.725;Action;2018;Antoine Fuqua;images\345887.jpg;Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.;19/07/2018
Operation Napoleon;6.4;Thriller;2023;Óskar Thór Axelsson;images\1002338.jpg;A modern-day lawyer is sucked into an international conspiracy after being accused of a murder she didn't commit. Her only chance of freedom lies in uncovering the secret of an old German WWII aeroplane, long buried deep beneath the ice, before the CIA.;26/01/2023
Mulan;7.916;Animation;1998;Tony Bancroft;images\10674.jpg;To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.;18/06/1998
Terrifier 2;6.797;Horror;2022;Damien Leone;images\663712.jpg;After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.;6/10/2022
Avengers: Age of Ultron;7.274;Action;2015;Joss Whedon;images\99861.jpg;When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.;22/04/2015
Evil Dead Rise;7;Horror;2023;Lee Cronin;images\713704.jpg;A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.;12/04/2023
Fifty Shades Freed;6.711;Drama;2018;James Foley;images\337167.jpg;Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.;17/01/2018
Up;7.952;Animation;2009;Pete Docter;images\14160.jpg;Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.;28/05/2009
Spirited Away;8.5;Animation;2001;Hayao Miyazaki;images\129.jpg;A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.;20/07/2001
Captain Marvel;6.84;Action;2019;Ryan Fleck;images\299537.jpg;The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.;6/03/2019
Frozen II;7.269;Family;2019;Chris Buck;images\330457.jpg;Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.;20/11/2019
The Next 365 Days;6.511;Romance;2022;Barbara Białowąs;images\829560.jpg;Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.;19/08/2022
The Great Arms Robbery;6.828;Crime;2022;Jin Hao;images\957992.jpg;The Great Arms Robbery;9/04/2022
M3GAN;7.175;Science Fiction;2022;Gerard Johnstone;images\536554.jpg;A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.;28/12/2022
The Conjuring: The Devil Made Me Do It;7.475;Horror;2021;Michael Chaves;images\423108.jpg;Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.;25/05/2021
Haunted Mansion;6.627;Fantasy;2023;Justin Simien;images\616747.jpg;A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.;26/07/2023
Prey;7.755;Thriller;2022;Dan Trachtenberg;images\766507.jpg;When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.;2/08/2022
Sakra;6.5;Action;2023;Donnie Yen;images\990140.jpg;Qiao Feng is the respected leader of a roving band of martial artists. After he is wrongfully accused of murder and subsequently exiled, Qiao Feng goes on the run in search of answers about his own mysterious origin story—and the unknown enemies working to destroy him from the shadows.;16/01/2023
After We Collided;7.198;Romance;2020;Roger Kumble;images\613504.jpg;"Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.";2/09/2020
Spider-Man: Homecoming;7.343;Action;2017;Jon Watts;images\315635.jpg;Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.;5/07/2017
Gone Girl;7.892;Mystery;2014;David Fincher;images\210577.jpg;With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.;1/10/2014
Toy Story;7.97;Animation;1995;John Lasseter;images\862.jpg;Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.;30/10/1995
The Nun;5.889;Horror;2018;Corin Hardy;images\439079.jpg;A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.;5/09/2018
Blankman;5.307;Adventure;1994;Mike Binder;images\20678.jpg;Darryl is a childlike man with a genius for inventing various gadgets out of junk. When he stumbles on a method to make his clothes bulletproof, he decides to use his skills to be the lowest budgeted superhero of all.;19/08/1994
Bring Her to Me;3.75;Thriller;2023;Brooks Davis;images\1145881.jpg;A woman is plagued by nightmares about traveling to a dark realm and a demonic entity that awaits her arrival. With the help of a friend, she consults a dream interpreter to end the nightmares, only to find that no one is who they seem and the real horror is about to begin.;27/10/2023
Riley's First Date?;7.1;Animation;2015;Josh Cooley;images\355338.jpg;"Riley, now 12, who is hanging out with her parents at home when potential trouble comes knocking. Mom's and Dad's Emotions find themselves forced to deal with Riley going on her first ""date.""";3/11/2015
No One Will Save You;6.81;Horror;2023;Brian Duffield;images\820609.jpg;An exiled anxiety-ridden homebody must battle an alien who's found its way into her home.;22/09/2023
Finnick;7.3;Comedy;2022;Denis Chernov;images\597845.jpg;Not many people know that every house is inhabited by finns. They are furry creatures that appear in human world to take care of a house and keep the hearth. Finnick is a young Finn, who doesn't seem to care about his responsibility of making a home out of the house. He is just making pranks on «his people» and that is the reason why none of the families wanted to stay long in his house. Everything changes when a new family comes to his house, where Finnick's tricks do not work at all, and he meets 13-year old Christine and inexplicable events begin to happen in the city. Finnick and Christine, who are so different, will have to team up and work together to solve the mystery of the events and save the city.;24/03/2022
Room in Rome;6.419;Drama;2010;Julio Medem;images\48650.jpg;A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.;7/05/2010
Jigen Daisuke;7.214;Action;2023;Hajime Hashimoto;images\1157049.jpg;The legendary gunman Daisuke Jigen comes to Japan to have his pistol examined.;12/10/2023
Shrek 2;7.253;Animation;2004;Andrew Adamson;images\809.jpg;Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.;19/05/2004
Ice Age;7.351;Animation;2002;Chris Wedge;images\425.jpg;With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.;10/03/2002
Pirates of the Caribbean: At World's End;7.243;Adventure;2007;Gore Verbinski;images\285.jpg;Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.;19/05/2007
Spider-Man;7.3;Fantasy;2002;Sam Raimi;images\557.jpg;After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.;1/05/2002
Cruella;8.047;Comedy;2021;Craig Gillespie;images\337404.jpg;In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.;26/05/2021
Cocaine Bear;6.164;Thriller;2023;Elizabeth Banks;images\804150.jpg;Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.;22/02/2023
Shang-Chi and the Legend of the Ten Rings;7.58;Action;2021;Destin Daniel Cretton;images\566525.jpg;Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.;1/09/2021
Geostorm;6.113;Action;2017;Dean Devlin;images\274855.jpg;After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.;12/10/2017
Forrest Gump;8.476;Comedy;1994;Robert Zemeckis;images\13.jpg;A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.;23/06/1994
Pirates of the Caribbean: Dead Man's Chest;7.347;Adventure;2006;Gore Verbinski;images\58.jpg;Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.;6/07/2006
